NOMBRE	Xmin	Xmax	Ymin	Ymax	Zmin	Zmax
C25-PLM-2-1-46	37050	43820	-25200	-14800	-5800	-600
C25-PLM-1-1-24	4350	8375	-25300	-20275	-6900	-200
C25-PLM-1-1-22	125	4100	-25300	-20275	-6900	-200
C25-PLM-1-3-02_e	11160	12808	-27700	-18540	5200	9800
C25-PLM-2-1-C03	3302.282	9499.8	-6354.65	6354.65	-5720	-800
C25-PLM-2-2-C01	-9500.00000000001	9499.99999999999	-9499.802	9499.802	80	4700
C25-PLM-2-2-03	-17100	-13860	3675	8000	0	5050
C25-PLM-2-2-15_a	-17100	-13860	10900	14300	0	5050
C25-PLM-2-1-13	34350	37795	150	3475	-6900	-300
C25-PLM-2-1-22	34350	37795	-3475	-150	-6900	-300
C25-PLM-1-1-01	-44625	-38635	7690	14200	-5800	-300
C25-PLM-2-1-05	21470	24870	-2250	-400	-5800	-1000
C25-PLM-1-1-11_a	-46400	-38700	-14200	-4680	-6700	-300
C25-PLM-1-1-38	-17000	-8650	-31571.479	-25500	-6900	-300
C25-PLM-2-0-C02_b	-9499.801	6502.032	-9499.966	9499.966	-5800	-800
C25-PLM-1-2-16_a	-19900	-100	-27700	-25500	0	5050
C25-PLM-4-2-02	-22842	-19937.5	5677.5	9210	0	5050
C25-PLM-2-0-08	17010	26075	-10400	-6000	-12100	-6100
C25-PLM-4-2-03	-23922.5	-19937.5	-9210	-5677.5	0	5050
C25-PLM-1-2-14_a	-6730	8375	-25300	-20275	0	4550
C25-PLM-1-2-12_b	-8400	-6930	-22809	-18575	0	4550
C25-PLM-1-2-03	-17200	25600	25500	27500	0	5000
C25-PLM-1-2-07	25600	44120	14450	27525	0	4900
C25-PLM-1-3-01	-19900	-17200	-27700	27500	5200	9700
C25-PLM-1-3-02_a	-12802	-11302	-27700	-17280	5200	9700
C25-PLM-1-3-02_b	-11302	-8600	-27700	-25500	5200	9700
C25-PLM-1-3-02_d	8600	11160	-29847.238	-25500	5200	9850
C25-PLM-1-3-02_c	-11160	8600	-31576.016	-27950	5200	9850
C25-PLM-4-3-02	-23925	-19911.5	5675	9120	5200	9850
C25-PLM-1-1-16	8625	16850	-27700	-14500	-5800	4900
C25-PLM-1-3-30	-17200	-13002	-27700	-25500	5200	9700
C25-PLM-4-3-11	-38767	-36215	-17450	17448	5200	9850
C25-PLM-1-1-12	-7878	8375	-20075	-18575	-6900	-200
C25-PLM-1-3-34	8600	11110	-16273	-14500	5200	9800
C25-PLM-2-3-24	-12949	-11302	-17080	-14500	5200	9700
C25-PLM-4-2-17	-38485	-36215	9365	17450	0	5050
C25-PLM-2-1-04-E1	11180	26270	-14200	-9000	-5720	-300
C25-PLM-2-1-04-O1	10880	26270	10700	14200	-5720	-300
C25-PLM-2-1-04-CO	-13560	10700	-14200	14200	-5720	-300
C25-PLM-1-1-25_a	34300	44020	-150	25250	-6900	-300
C25-PLM-1-2-09	37117.043	44120	-150	14150	0	5000
C25-PLM-2-0-C01_d	-3550	3550	-3550	3550	4700	8800
C25-PLM-1-1-07	-44622.5	-42930	4635	6395	-6700	-300
C25-PLM-2-3-C01	-9500.00000000001	9499.99999999999	-9499.802	9499.802	5280	8800
C25-PLM-4-2-06	-34870.375	-21131.818	-5525	5525	0	5050
C25-PLM-1-1-32	34350	44070	-14200	-12650	-5800	7650
C25-PLM-2-1-18	20380	26070	-9000	-6000	-5800	-2800
C25-PLM-2-1-14	15880	20180	-9000	-6000	-5800	-2800
C25-PLM-2-1-12	11380	15680	-9000	-6000	-5800	-2820
C25-PLM-2-1-33	21470	24870	-4600	-2750	-5800	-1000
C25-PLM-1-1-10	4325	8375	-18375	-14500	-5800	-200
C25-PLM-2-4-C08	3406.244	10700	-1000	1000	10000	14000
C25-PLM-2-4-C03	-8019.945	-600	2436.865	9481.034	10000	14000
C25-PLM-2-4-C05	600	9241.753	2200	9481.034	10000	14000
C25-PLM-2-0-C01_b	-3239.875	3239.875	-3239.875	3239.875	-5800	-800
C25-PLM-2-1-04-O2	10700	10880	6000	14200	-5720	-300
C25-PLM-2-1-04-E2	10700	11180	-14200	-6000	-5720	-300
C25-PLM-1-1-28	-17000	-11305	-18375	-14500	-6900	-300
C25-PLM-1-1-14	-8400	-125	-25300	-20275	-5800	-200
C25-PLM-2-1-16	17150	25350	-25200	-14500	-5800	-300
C25-PLM-2-1-20	25650	36550	-25200	-14500	-5800	-300
C25-PLM-4-3-17	-44250	-38917	-14200	-9200	5260	9850
C25-PLM-4-3-18	-40690	-36100	-19355	-17450	5200	9850
C25-PLM-2-3-02	-17100	-13860	-8000	-3675	5200	9850
C25-PLM-4-3-12	-40690	-36102	19358	23167	5200	9850
C25-PLM-1-3-28	-11102	-8600	-25300	-23527	5200	9700
C25-PLM-2-3-04-N1	30280	34050	-6000	10700	5200	9700
C25-PLM-2-3-04-E1	10700	34050	-14200	-6000	5400	9700
C25-PLM-4-3-15	-46402	-38635	4525	9125	5200	9850
C25-PLM-2-3-03	-17100	-13860	3675	8000	5200	9850
C25-PLM-1-3-04	-17100	-13860	-3475	1705	5200	9850
C25-PLM-4-3-13	-40690	-36102	17448	19358	5200	9850
C25-PLM-4-3-14	-44250	-38635	9275	14198	5200	9850
C25-PLM-4-3-16	-46402	-38635	-9050	-4525	5200	9850
C25-PLM-4-3-19	-40690	-36100	-23165	-19355	5200	9850
C25-PLM-4-3-10	-36065	-32075	-14200	-5675	5200	9850
C25-PLM-4-3-08	-31925	-28075	-8700	-5675	5200	9850
C25-PLM-4-3-09	-31925	-28075	-14200	-8700	5200	9850
C25-PLM-2-0-09	17010	26075	6000	10400	-12100	-6100
C25-PLM-2-0-02	5450	16810	-10400	-6000	-12100	-6100
C25-PLM-2-0-07	17610	24875	1200	4600	-12100	-6400
C25-PLM-2-0-03	10700	16810	1800	4600	-12100	-6400
C25-PLM-2-0-06	17610	24875	-4600	-1200	-12100	-6400
C25-PLM-2-0-04	10700	16810	-4600	-1800	-12100	-6400
C25-PLM-2-0-05-N2	26275	30275	-10400	10400	-12100	-6100
C25-PLM-2-0-05-N1	16810	26275	-1000	1000	-12100	-6400
C25-PLM-2-0-C04	10700	16810	-1115	1115	-12100	-6400
